amazon_title,deodap_sku,cost,amazon_price,absolute_margin_inr,margin_percentage
"amazon basics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack, Plastic",17826_5pc_vacuum_bag_with_pump,355.0,799.0,444.0,125.1
